Deeded_Acreage,Year_Built,HEATED_AREA,Accrued_Assessed_Condition_Pct
0,2002,1914,107
0,2002,1850,107
0,2002,2368,91
0,2002,2368,91
0,2002,2253,107
0,2002,2253,107
0,2002,2180,107
0,2002,2180,107
0,2002,2180,107
0,2002,1605,107
0,2002,1557,107
0,2002,1557,107
0,2002,1728,107
0,2002,1782,107
0,2002,1755,128
0,2002,1914,107
0,2002,1867,107
0,2002,2369,107
0,2002,2370,107
0,2002,2886,107
0,2002,2456,128
0,2002,2456,128
0,2002,2456,128
0,2002,2808,128
0,2002,2808,107
0,2002,1573,107
0,2002,3206,150
0,2002,1755,107
0,2002,1391,92
0,2002,1391,96
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0,2002,1391,92
0.07,2002,1660,85
0.09,2002,1632,85
0.05,2002,1036,85
0.03,2002,1360,85
0.5,2003,1296,86
0.46,2003,1594,89
0.36,2003,1605,86
0.35,2003,1590,86
0.4,2004,1926,86
0.35,2003,1490,86
0.35,2002,1554,85
0.35,2002,1746,85
0.43,2002,1956,85
0.54,2004,1568,86
0.42,2004,1587,86
0.4,2003,1603,86
0.29,2003,1763,82
0.35,2003,1702,86
0.35,2003,1569,86
0.35,2002,1595,85
0.06,2002,1787,91
0.08,2002,1876,91
0.11,2002,1926,94
0.06,2002,1795,85
0.1,2002,2042,85
0.17,2004,2355,86
0.17,2005,2009,87
0.18,2005,2009,87
0.31,2003,1616,86
0.24,2003,1983,86
0,2002,1391,92
0,2002,1257,78
0,2002,1257,78
0,2002,1257,78
0.11,2003,1410,86
0.11,2004,1534,86
0.11,2003,1219,86
0.13,2003,2234,86
0.19,2003,1688,86
0.15,2003,1914,86
0.11,2003,1220,86
0.11,2003,1914,86
0.11,2003,1640,86
0.1,2004,1790,86
0.11,2005,1810,87
0.11,2005,1941,87
0.11,2004,1514,86
0.12,2003,1684,86
0.13,2002,2185,85
0.12,2003,2066,86
0.14,2003,1486,86
0.3,2002,2468,77
0.24,2002,2417,85
0.17,2002,2417,85
0.14,2002,2493,85
0.19,2005,2379,87
0.18,2002,2509,85
0.15,2002,2417,85
0.16,2003,2417,86
0.19,2003,2507,86
0.15,2003,3522,86
0.17,2003,2417,86
0.18,2003,3000,86
0.16,2003,2468,86
0.14,2003,2417,86
0.15,2003,2417,86
0.24,2004,3245,86
0.22,2003,3047,86
0.24,2004,4209,86
0.28,2004,4547,86
0.44,2004,4194,86
0.31,2004,2924,86
0.24,2003,2605,86
0.19,2005,2545,91
0.25,2004,2870,90
0.31,2002,2701,85
0.08,2002,1982,85
0.08,2002,1661,85
0.28,2003,2905,86
0.22,2003,2934,86
0.22,2003,3506,86
0.2,2002,3015,85
0.41,2003,3803,86
0.2,2003,3569,86
0.35,2004,2896,86
0.46,2004,4115,86
0.29,2004,2676,86
0.45,2004,3058,86
0.22,2003,3035,86
0.24,2003,2321,86
0.32,2003,3039,86
0.3,2003,3333,86
0.23,2003,2789,86
0.25,2002,3087,85
0.29,2002,3042,85
0.25,2004,3322,86
0.26,2004,3006,86
0.23,2003,3169,86
0.21,2004,3145,86
0.3,2004,3403,86
0.22,2003,3123,86
0.28,2003,3040,86
0.31,2003,4996,86
1.06,2003,2234,86
0.72,2002,1829,85
0.72,2003,2705,86
0.98,2003,2141,86
0.92,2003,2013,86
1.49,2016,2080,95
1.71,2003,2619,86
0.22,2004,3130,86
0.24,2004,3066,82
0.25,2004,2879,86
0.51,2004,2918,86
0.42,2004,4025,86
0.33,2004,4215,86
0.22,2004,3241,86
0.21,2004,2887,86
0.32,2004,3219,86
0.2,2004,3182,86
0.21,2004,2831,86
0.22,2003,3208,86
1.11,2006,5158,88
1,2004,4217,86
1.14,2006,4077,88
1,2008,5840,89
0.1,2002,1493,85
0.25,2003,3605,86
0.25,2003,3635,91
0.25,2003,3167,89
0.28,2003,4285,86
0.26,2003,3826,86
0.28,2005,4194,87
0.24,2003,3371,89
0.24,2003,4002,91
0.24,2004,3431,86
0.24,2004,3308,86
0.25,2004,3559,90
0.24,2004,3120,90
0.25,2005,3165,87
0.24,2005,4083,87
0.27,2005,4294,87
0.28,2005,3236,87
0.24,2006,4798,88
0.24,2005,4774,91
0.27,2005,3534,87
0.25,2005,4135,87
0.25,2004,3291,86
0.26,2003,3148,77
0.21,2003,2984,77
0.21,2003,3772,77
0.26,2004,3228,77
0.27,2004,3335,77
0.22,2003,3503,77
0.23,2004,2989,77
0.26,2004,4425,77
0.22,2003,4681,77
0.21,2004,3709,77
0.26,2004,3564,77
0.28,2004,3050,84
0.3,2004,3156,77
0.25,2004,3335,77
0.22,2004,4128,81
0.16,2004,2998,86
0.17,2004,3045,86
0.19,2004,3116,86
0.24,2004,3846,77
0.24,2004,3002,77
0.21,2004,3072,77
0.21,2003,2406,77
0.3,2003,3360,77
0.28,2003,3377,77
0.07,2004,2068,86
0.07,2004,1816,86
0.12,2004,2885,90
0.07,2004,2068,86
0.07,2004,1907,86
0.12,2004,2482,90
0.07,2004,2068,86
0.07,2004,2068,86
0.12,2005,3019,91
0.07,2005,2068,87
0.07,2005,2215,87
0.12,2003,2193,90
0.07,2003,2173,86
0.12,2003,2473,78
0.07,2003,2077,86
0.07,2003,2175,86
0.07,2004,1816,86
0.14,2004,2938,90
0.07,2004,2215,86
0.07,2004,2066,86
0.07,2004,1901,86
0.12,2004,2474,90
0.07,2004,2224,86
0.06,2005,2346,87
0.06,2005,2057,87
0.06,2005,2215,87
0.06,2005,1816,87
0.06,2005,1901,87
0.06,2005,1816,87
0.11,2005,2958,91
0.11,2005,2481,91
0.06,2005,1816,87
0.06,2005,2351,87
0.08,2003,2855,86
0.06,2003,2163,86
0.06,2003,2236,86
0.07,2003,2686,86
0.08,2012,2964,92
0.09,2003,2292,86
0.05,2002,1036,85
0.04,2002,1662,85
0.04,2002,1431,85
0.04,2002,1485,85
0.81,2003,1144,83
0.23,2003,2858,86
0.23,2003,3201,86
0.24,2003,2996,86
0.27,2003,3089,86
0.36,2003,3012,86
0.29,2002,2777,85
0.24,2002,2942,85
0.22,2003,2524,86
0.32,2002,2453,85
0.25,2002,2662,85
0.3,2003,2463,86
0.22,2003,3007,86
0.28,2003,3174,86
0.27,2003,2873,86
0.24,2003,3148,86
0.05,2003,2138,86
0.07,2003,2602,86
0.05,2005,2436,87
0.05,2005,2440,87
0.08,2005,2634,87
0.05,2005,2432,87
0.05,2006,1756,88
0.08,2006,1772,88
0.05,2006,1756,88
0.05,2006,1502,88
0.05,2006,1756,88
0.05,2006,1502,88
0.05,2006,1756,88
0.05,2006,1492,88
0.09,2006,2602,88
0.07,2006,2440,88
0.09,2004,2586,86
0.05,2004,2122,86
0.05,2004,2395,86
0.05,2004,2098,86
0.05,2003,1986,86
0.05,2003,1994,86
0.05,2003,2408,86
0.05,2006,2440,88
0.05,2006,2436,88
0.05,2007,1756,89
0.09,2007,1766,89
0.05,2006,1492,88
0.05,2006,1492,88
0.05,2006,1756,88
0.06,2003,2152,86
0.05,2003,2138,86
0.08,2003,2618,86
0.05,2003,2432,86
0.19,2003,1987,86
0.22,2003,2034,86
0.22,2003,2184,89
0.22,2003,2254,86
0.08,2003,3271,77
0.09,2003,4266,77
0.09,2003,3180,77
0.09,2003,4022,77
0.07,2003,3804,80
0.1,2003,4242,77
0.07,2003,3862,77
0.1,2003,4074,80
0.09,2004,2621,77
0.09,2003,2723,77
0.25,2004,4418,86
0.25,2003,4690,82
0.25,2003,4190,86
0.25,2003,4483,86
0.32,2006,4535,88
0.3,2004,4877,86
0.3,2003,3355,86
0.36,2003,2966,86
0.27,2003,2573,86
0.28,2003,2592,86
0.29,2003,2664,86
0.92,2005,4260,87
3.18,2004,5530,86
1.29,2005,3459,91
1.75,2005,3658,87
1.12,2014,4896,93
0.26,2002,2622,85
0.26,2002,2848,85
0.38,2004,3206,86
0.31,2003,2658,86
0.19,2003,3420,86
0.19,2003,3108,86
0.23,2003,4914,86
0.27,2003,2158,86
0.24,2003,3420,86
0.31,2003,2508,86
0.26,2003,3576,82
0.24,2003,3096,86
0.27,2003,3096,86
0.19,2003,2348,86
0.24,2003,3556,86
0.25,2003,3556,86
0.26,2002,3412,85
0.57,2003,8412,86
0.41,2004,5464,86
0.54,2003,7897,86
0.49,2003,6742,86
0.49,2004,7801,86
1.46,2003,4474,86
0.33,2003,3239,89
0.39,2003,3978,86
0.5,2003,4056,86
0.42,2005,2567,87
0.37,2003,2199,86
0.27,2003,2318,86
0.41,2004,2372,86
0.26,2003,2291,86
0.35,2005,2725,87
0.38,2005,2325,87
0.29,2003,2246,86
0.23,2003,2868,86
0.23,2014,2376,93
0.31,2005,2689,87
0.25,2004,2285,86
0.24,2006,2831,88
0.23,2006,3129,88
0.23,2005,2559,87
0.23,2005,2380,87
0.25,2006,3007,88
0.07,2002,1660,85
0.08,2002,1632,85
10.2,2003,5326,86
0.07,2002,2804,85
0.3,2003,2732,86
0.38,2003,3575,86
0.34,2003,2814,86
0.16,2004,1296,86
0.16,2003,1348,86
0.2,2003,1274,86
0.34,2004,1964,86
0.34,2004,3174,86
0.34,2003,3171,86
0.34,2004,3171,86
0.46,2006,4108,88
0.34,2003,3120,86
0.92,2004,2608,86
0.92,2002,3885,85
1.79,2005,6326,87
1.06,2003,3209,86
2.08,2004,2570,86
2.12,2004,2929,86
0.92,2003,3147,86
0.92,2002,3092,85
0.95,2003,3120,86
0.19,2003,2765,86
0.21,2003,3100,86
0.19,2003,2981,86
0.18,2003,2590,86
0.18,2003,3438,86
0.18,2003,2574,86
0.15,2003,2250,86
0.15,2003,2576,86
0.16,2003,2288,86
0.17,2003,2576,86
0.26,2002,2576,85
0.16,2003,2052,86
0.15,2003,2269,86
0.15,2002,2576,85
0.2,2003,2576,86
0.17,2002,2052,85
0.18,2003,2052,86
0.28,2003,3233,86
0.21,2003,3141,86
0.19,2003,4566,86
0.2,2003,2590,86
0.2,2003,2590,86
0.21,2003,2955,86
0.21,2005,2586,87
0.18,2003,2590,86
0.2,2003,3141,86
0.19,2003,2955,86
0.21,2003,2675,86
0.21,2003,2955,86
0.24,2003,3033,86
0.31,2002,2575,85
0.2,2003,3041,86
0.24,2003,2955,86
0.27,2003,3141,86
0.25,2003,2516,86
0.21,2002,3023,85
0.18,2003,2957,86
0.18,2003,2957,86
0.18,2002,2575,85
0.18,2002,2656,85
0.73,2003,1860,67
0.13,2002,1809,85
0.13,2002,1523,85
0.13,2002,2008,85
0.14,2002,1926,85
0.17,2002,1821,85
0.11,2002,1725,85
0.11,2002,2026,85
0.11,2002,1326,85
0.12,2002,2002,92
0.12,2003,1299,86
0.11,2003,2020,86
0.12,2003,2032,86
0.11,2003,1428,86
0.13,2003,2107,86
0.1,2002,1982,85
0.09,2002,1661,85
0.02,2002,974,94
0.03,2002,960,94
0.03,2002,960,94
0.02,2002,1280,85
0.02,2002,1280,85
0.02,2002,960,94
0.02,2002,960,94
0.03,2002,960,94
0.02,2002,960,94
0.02,2002,1280,85
0.02,2002,960,94
0.02,2002,960,94
0.02,2002,1280,85
0.03,2002,960,94
0.24,2004,2240,86
0.26,2003,2022,86
0.21,2003,2176,86
0.28,2003,2389,86
0.25,2002,2239,85
0.19,2004,2378,86
0.21,2003,1920,86
0.23,2003,2176,91
0.21,2003,3071,86
0.35,2005,3534,87
0.43,2005,3438,87
0.44,2003,3752,86
0.25,2004,3348,86
0.31,2003,2771,86
4.08,2002,4370,85
0.05,2002,2079,85
0.04,2003,1984,86
0.04,2003,2079,86
0.04,2003,1890,86
0.06,2003,1963,86
0.04,2003,1897,86
0.04,2003,2079,86
0.04,2003,2079,86
0.04,2003,1890,86
0.06,2003,1984,86
0.04,2003,1897,86
0.04,2003,2079,86
0.04,2003,1890,86
0.04,2003,1984,86
0.06,2003,1911,86
0.04,2003,1984,86
0.04,2003,2079,86
0.04,2003,1890,86
0.06,2003,2079,86
0.05,2003,1897,86
0.06,2003,1925,86
0.08,2002,1632,85
0.08,2002,1632,85
0.07,2002,1660,85
0.07,2002,1660,85
0.23,2003,1891,86
0.27,2003,2096,86
0.26,2003,1932,86
0.24,2004,2031,86
0.24,2003,2191,86
0.26,2003,2632,91
0.27,2004,2963,86
0.23,2007,2571,89
0.28,1994,2160,72
0.11,2002,1548,85
0.12,2002,1605,85
0.09,2003,1944,86
0.14,2003,1944,86
0.15,2002,1647,91
0.15,2002,1647,85
0.19,2003,1944,86
0.14,2003,1628,86
0.28,2005,4041,87
0.25,2003,3374,86
0.25,2005,3580,87
0.05,2003,1136,94
0.02,2002,992,85
0.03,2002,1295,85
0.03,2002,1295,85
0.39,2002,3420,85
0.41,2002,3096,85
0.32,2002,2408,85
0.31,2002,2338,85
0.29,2005,2348,87
0.3,2005,2147,87
0.32,2004,1984,86
0.32,2004,2720,86
0.33,2004,2348,86
0.38,2003,1996,86
0.45,2003,3287,86
0.32,2003,3502,86
0.28,2004,3243,86
0.29,2004,3096,86
0.28,2003,3616,86
0.3,2004,2560,86
0.3,2003,3098,86
0.39,2003,3634,86
0.39,2003,3896,86
0.37,2005,3180,87
0.38,2003,3544,86
0.48,2003,3931,86
0.07,2002,1660,85
0.09,2002,1632,85
0.25,2004,4811,86
0.26,2004,3738,86
0.26,2004,4574,86
0.26,2005,3162,87
0.27,2005,3880,87
0.5,2003,3408,94
0.57,2006,3690,88
0.64,2007,3726,89
0.47,2006,3611,88
0.92,2007,3840,89
0.39,2004,3102,94
0.45,2003,3238,86
0.41,2003,3248,91
0.49,2003,3898,86
0.5,2003,3384,91
0.42,2004,3098,86
0.31,2003,2595,86
0.31,2003,2713,86
0.26,2003,3026,86
0.25,2003,2756,86
0.26,2003,2766,86
0.24,2003,2240,86
0.26,2003,2447,86
0.34,2003,2737,86
0.37,2003,2347,91
0.24,2003,2740,91
0.24,2003,2821,86
0.38,2002,3975,85
0.35,2003,3485,86
0.36,2004,3276,94
0.36,2003,3610,86
0.4,2004,3767,86
0.43,2005,3215,87
0.39,2005,3590,87
0.44,2003,4354,86
0.52,2004,2842,86
0.42,2005,3768,91
3.27,2004,1819,86
0.79,2003,2198,86
0.69,2005,1632,87
1.07,2004,2308,86
0.9,2003,2257,86
0.09,2003,1917,86
0.1,2003,2064,86
0.09,2003,2514,86
0.09,2003,2064,86
0.06,2004,2020,86
0.06,2004,1656,86
0.06,2004,2040,86
0.06,2004,1632,86
0.06,2004,2028,86
0.07,2003,1893,86
0.06,2003,2016,86
0.07,2003,1915,86
0.06,2003,1632,86
0.06,2003,1644,86
0.07,2003,1634,86
0.06,2003,2016,86
0.07,2003,1748,86
0.07,2003,1913,86
0.14,2003,1500,86
0.18,2003,2332,86
0.17,2003,1204,86
0.15,2003,1540,86
0.2,2003,1757,86
0.26,2003,1757,86
0.15,2004,1440,86
0.16,2003,1204,86
0.15,2003,1465,86
0.21,2002,1555,85
0.35,2003,1555,86
0.25,2003,1580,86
0.42,2002,1555,85
0.18,2003,1330,86
0.19,2003,1402,86
0.2,2003,1555,86
0.17,2003,1447,86
0.33,2003,1375,86
0.22,2004,2076,86
0.17,2003,1402,86
0.16,2003,1150,86
0.15,2004,1402,90
0.33,2006,2622,88
0.35,2018,2738,96
0.3,2019,3837,97
0.26,2006,4528,88
0.3,2007,3335,89
0.31,2003,2835,86
0.3,2003,2357,86
0.41,2005,3212,87
0.45,2004,2879,86
0.27,2015,2990,94
0.32,2007,2869,89
0,2002,1696,68
0,2002,1692,68
0,2002,1740,68
0,2002,1740,68
0,2002,1692,68
0,2002,1740,68
0,2002,1692,68
0,2002,1740,68
0,2002,1740,73
0,2002,1696,68
0,2002,1740,71
0,2002,1472,85
0,2002,1472,85
0,2002,1554,85
0,2002,1472,85
0,2002,1472,85
0,2002,1554,85
0,2002,1862,85
0,2002,1862,85
0,2002,1479,77
0,2002,1479,77
0,2002,1479,77
0,2002,1479,77
0,2002,1479,77
0,2002,1479,77
0.1,2004,2400,94
0.21,2004,2136,86
0.1,2003,2160,86
0.1,2003,2434,86
0.1,2003,2610,86
0.25,2004,2294,86
0.1,2005,2378,87
0,2002,1064,78
0,2002,554,63
0,2002,1031,70
0,2002,1106,78
0.75,2003,2280,72
1.06,2003,2052,72
0.76,2002,2052,70
0.69,2003,2052,72
0.84,2006,2016,85
1.07,2003,1976,72
0.9,2003,2280,72
0,2002,1065,119
0,2002,2035,71
0,2002,1065,119
0,2002,979,119
0,2002,1258,85
0,2002,1352,85
0,2002,1258,85
0,2002,1352,85
0,2002,1258,85
0,2002,1225,85
0,2002,1225,85
0,2002,1463,85
0,2001,1258,84
0,2001,1258,84
0,2001,1142,84
0.3,1964,1350,81
2,2005,3271,74
1.49,2003,2639,86
0,2002,1573,102
2.05,2005,2474,87
1.04,2004,2724,86
0.69,2005,1979,87
0.69,2003,2705,86
0.83,2004,2333,86
0.75,2004,2421,86
0.28,2003,2190,86
0.28,2003,2376,93
0.42,2003,2363,86
0.33,2003,2305,86
0.31,2003,2423,86
0.43,2003,3220,86
0,2002,1082,85
0,2002,1094,85
0,2002,942,85
0,2002,1082,85
0,2002,1094,85
0,2002,1082,85
0,2002,1094,85
0,2002,1292,85
0,2002,1094,85
0,2002,1292,85
0,2002,1094,85
0,2002,1292,85
0,2002,1292,85
0,2002,1094,85
0,2002,1094,85
0,2002,1292,85
0,2002,1094,85
0,2002,1444,78
0,2002,722,78
0,2002,722,78
0,2002,1444,78
0.08,2002,2117,92
0.08,2002,2167,85
0.09,2002,1837,85
0.06,2002,1698,85
0.06,2002,2263,85
0.06,2002,2170,85
0.31,2003,2954,86
0.31,2004,2548,86
0.08,2003,2647,86
0.08,2003,2968,86
0.08,2003,2647,89
0.08,2003,2936,86
0.08,2004,2779,86
0.07,2004,2540,86
0.08,2004,2700,86
0.06,2004,2536,86
0.07,2003,2082,86
0.07,2004,2564,86
0.18,2004,1465,86
0.18,2004,1465,86
0.18,2004,1302,86
0.23,2003,1360,86
0.28,2003,1468,86
0.22,2004,1346,86
0.24,2004,1370,86
0.17,2003,1346,86
0.19,2003,1750,86
0.22,2003,1363,86
0.17,2003,1345,86
0.06,2002,2080,85
0.05,2002,2077,85
0.05,2002,2346,85
0.09,2002,2353,94
0.08,2002,2553,85
0.05,2002,2185,85
0.05,2002,2132,85
0.07,2002,2553,85
0.27,2003,3068,86
0.7,2003,3248,86
0.7,2017,2851,96
0.23,2004,3082,86
0.24,2003,3531,86
0.24,2003,3284,86
0.24,2003,3518,86
0.25,2003,2892,86
0.25,2004,3984,86
0.25,2004,2840,86
0,2001,1332,88
0.38,2007,1504,89
0.29,2007,1359,89
0.26,2006,1467,88
0.27,2003,1711,86
0.26,2003,1590,86
0.25,2006,1544,91
0.25,2005,1319,87
0.16,2003,2448,86
0.16,2003,2417,86
0.16,2003,2345,86
0.14,2003,2507,86
0.2,2003,2448,86
0.2,2003,2507,86
0.14,2003,2417,86
0.15,2003,2448,86
0.16,2003,2417,86
0.73,2003,1089,83
0.19,2003,1089,83
0.26,2003,1089,83
0.37,2003,3522,86
0.34,2003,2588,86
0.42,2004,2850,86
0.34,2004,3375,86
0.42,2004,2379,86
0.34,2003,3000,89
0.38,2003,2826,86
0.43,2004,2499,86
0.53,2004,2018,86
0.53,2004,2490,86
0.55,2003,3194,86
0.43,2003,2436,86
0.34,2004,3238,86
0.05,2003,1557,86
0.04,2003,1458,86
0.03,2003,1375,86
0.03,2003,1144,86
0.04,2003,1465,86
0.03,2003,1144,86
0.04,2003,1458,86
0.03,2002,1120,85
0.03,2002,1367,85
0.05,2002,1395,85
0.04,2003,1458,86
0.03,2003,1375,86
0.04,2003,1458,86
0.03,2003,1144,86
0.04,2003,1458,86
0.05,2003,1350,86
0.05,2003,1557,86
0.03,2003,1458,86
0.03,2003,1144,86
0.05,2003,1534,86
0.03,2002,1375,85
0.03,2002,1098,85
0.05,2002,1302,85
0.03,2003,1144,86
0.04,2003,1458,86
0.03,2003,1375,86
0.1,2004,2100,86
0.1,2004,2120,91
0.1,2004,2244,86
0.11,2004,1661,86
0.1,2005,2108,87
0.11,2002,1619,85
1.45,2004,2895,86
0.08,2003,1390,86
0.08,2003,1156,86
0.07,2003,1156,86
0.07,2003,1156,86
0.07,2004,1403,86
0.06,2006,1459,88
0.06,2006,1212,88
0.06,2006,1459,88
0.06,2006,1414,88
0.05,2006,1459,88
0.05,2006,1459,88
0.06,2005,1277,87
0.08,2005,1277,87
0.09,2004,1403,91
0.09,2004,1390,86
0.09,2004,1403,86
0.09,2004,1390,86
0.09,2002,3560,85
0.07,2002,2632,85
0.1,2002,2518,85
0.2,2003,1078,86
0.24,2003,1956,86
0.27,2003,1692,86
0.2,2003,1956,86
0.18,2003,1179,86
0.18,2003,1305,86
0.19,2003,1941,86
0.16,2004,1351,86
0.17,2004,2296,86
0.27,2003,1091,86
0.21,2004,1801,86
0.2,2003,1278,86
0.2,2003,2640,86
0.18,2003,2640,86
0.18,2003,2052,86
0.15,2003,2052,86
0.18,2003,2580,89
0.14,2003,2052,86
0.14,2003,2289,86
0.14,2003,2448,86
0.22,2003,2452,77
0.15,2003,2288,86
0.14,2003,2448,86
0.14,2003,2580,86
0.19,2003,2580,86
0.18,2003,2288,86
0.17,2003,3598,82
0.19,2003,2866,91
0.16,2003,3246,86
0.16,2003,2490,86
0.17,2003,3260,86
0.21,2003,2885,86
0.18,2003,3318,86
0.18,2003,3530,86
0.28,2017,2485,96
0.11,2003,1819,86
0.09,2004,1638,86
0.09,2004,1761,86
0.11,2003,1666,89
0.1,2003,1819,86
0.09,2003,1413,91
0.09,2003,1810,86
0.09,2003,1640,86
0.09,2003,1819,86
0.11,2003,1318,86
0.11,2003,1819,89
0.11,2003,1449,86
0.1,2003,1640,86
0.09,2004,1449,86
0.09,2004,1716,86
0.09,2004,1832,86
0.11,2003,1819,86
0.1,2003,1886,89
0.08,2004,1318,93
0.08,2004,1344,86
0.08,2004,1861,86
0.08,2004,1682,90
0.08,2004,1886,86
0.08,2004,1318,86
0.09,2003,1344,93
0.08,2003,1318,86
0.24,2003,3242,73
0.37,2003,4465,64
0.21,2003,3191,73
0.22,2004,4772,62
0.21,2004,3196,73
0.3,2004,3113,73
0.24,2004,3390,73
0.17,2002,3052,89
0.1,2002,2838,85
0.16,2002,3578,89
0.81,2003,3818,94
0.77,2003,3665,86
0.73,2004,2875,90
0.98,2006,3742,94
1.93,2005,3606,87
2.33,2013,5575,93
0.29,2004,3223,86
0.26,2003,5239,86
0.51,2005,3296,87
0.25,2006,3570,88
0.26,2005,3084,87
0.25,2004,2605,86
0.48,2004,3129,77
0.02,2003,1144,86
0.03,2003,1458,86
0.03,2003,1375,86
0.03,2002,1130,85
0.03,2002,1375,85
0.03,2002,1098,85
0.03,2003,1144,86
0.03,2003,1144,86
0.04,2003,1458,86
0.03,2003,1144,86
0.03,2003,1375,86
0.05,2003,1534,86
0.03,2003,1080,86
0.21,2003,2255,86
0.21,2003,2472,86
0.23,2003,1988,86
0.26,2003,2320,86
0.17,2002,1445,85
0.18,2004,1582,86
0.16,2006,1732,88
0.17,2006,1802,88
0.16,2006,1732,88
0.23,2006,1752,88
0.26,2009,1736,90
0.21,2004,1812,86
0.2,2005,1313,87
0.22,2005,1313,87
0.27,2005,1324,87
0.22,2003,1500,86
0.13,2003,1715,86
0.13,2003,1715,86
0.13,2003,1727,86
0.16,2003,1568,86
0.14,2003,1293,86
0.15,2003,1739,86
0.16,2003,1873,86
0.22,2003,1968,86
0.03,2003,1332,86
0.03,2004,1332,86
0.03,2004,1332,86
0.05,2004,1354,86
0.03,2004,1332,86
0.03,2004,1332,86
0.05,2004,1332,86
0.03,2003,1332,86
0.03,2003,1332,86
0.04,2003,1416,86
0.04,2006,1354,88
0.03,2006,1332,88
0.69,2003,1756,86
0.69,2003,1768,86
0.71,2004,1671,91
0.75,2003,1513,91
0.74,2003,2092,86
0.7,2003,1528,91
0.3,2004,3263,91
0.31,2004,3334,86
0.32,2004,3766,86
0.26,2004,3663,86
0.26,2004,3663,86
0.26,2005,3186,87
0.26,2003,3524,86
0.26,2005,4491,87
0.26,2004,3907,86
0.25,2005,4629,87
0,2002,1225,85
0,2002,1225,85
0,2002,1225,85
0,2002,1463,85
0.11,2002,1791,85
0.3,2004,5234,86
0.25,2004,3880,86
0.45,2003,3378,86
0.4,2003,3436,86
0.43,2003,3450,86
0.27,2003,3990,86
0.32,2004,3587,86
0.24,2003,3168,94
0.24,2003,4250,86
0.22,2003,2427,86
0.26,2003,2968,86
0.22,2005,5266,87
0.22,2004,2746,86
0.21,2005,2622,94
0.21,2005,3053,87
0.28,2005,3416,91
0.24,2004,3008,86
0.31,2003,2724,86
0.21,2003,2684,86
0.24,2003,2750,86
0.22,2004,2622,91
0.2,2005,3334,87
0.33,2004,4709,86
0.53,2003,5745,91
0.44,2004,5475,86
0.57,2003,3761,86
0.48,2003,5192,86
0.23,2003,5101,94
0.2,2003,3706,86
0.29,2003,3466,86
0.07,2002,1946,85
0.07,2002,1786,85
0.17,2005,2920,91
0.16,2006,3452,88
0.18,2006,2720,88
0.26,2004,3088,86
0.25,2004,2828,86
0.21,2004,3520,86
0.17,2004,2980,86
0.21,2005,2976,87
0.16,2004,3136,86
0.16,2005,2966,87
0.16,2005,2672,87
0.16,2004,2970,86
0.21,2004,2898,86
0.17,2005,2966,87
0.23,2004,4474,77
0.29,2004,3369,77
0.47,2004,4835,77
0.28,2004,4382,82
0.27,2003,4320,77
0.18,2005,3096,87
0.16,2005,3006,87
0.22,2005,3022,87
0.16,2005,3076,87
0.16,2005,3022,87
0.17,2005,3532,87
0.2,2005,3022,87
0.17,2005,2966,87
0.16,2006,3023,88
0.16,2006,3420,75
0.18,2004,3276,86
0.16,2005,3006,87
0.19,2006,2939,88
0.16,2005,3076,87
0.03,2002,1360,85
0.06,2002,1922,85
0.06,2002,1978,85
0.38,2003,2804,73
0.66,2004,2759,73
0.65,2003,2786,73
0.66,2003,2400,73
0.85,2004,2635,77
1.22,2003,3171,73
0.35,2003,2619,73
0.09,2002,2630,92
0.06,2002,2304,85
0.06,2002,1954,85
0.04,2004,1518,86
0.03,2004,1518,86
0.04,2004,1518,86
0.04,2004,1518,86
0.04,2004,1518,86
0.03,2004,1518,86
0.03,2004,1518,86
0.03,2004,1530,86
0.03,2004,1518,86
0.03,2004,1518,86
0.03,2004,1518,86
0.04,2004,1518,86
0,2002,1355,85
0,2002,1291,91
0,2002,1568,85
0,2002,1568,85
0,2002,1291,85
14.1,2003,3467,86
0.17,2003,4390,99
1.32,2003,1580,67
10.09,2006,5373,88
0.68,2004,2883,90
2.25,1901,3584,81
2.25,2020,1200,97
0.08,2002,1941,85
0.07,2002,1768,85
0,2002,1554,85
0.1,2002,1904,89
0.33,2003,3913,86
0.23,2004,5096,86
0.2,2006,3663,88
0.25,2003,4807,86
0.21,2004,4217,86
0.09,2002,2188,85
0.06,2002,2368,85
0.06,2002,2245,85
0.15,2009,3144,90
0.25,2005,4116,87
0.2,2006,3908,88
0.17,2006,3518,88
0.17,2006,3072,88
0.17,2006,2923,88
0.19,2004,4027,86
0.17,2006,4864,88
0.18,2006,3826,88
0.18,2006,4031,88
0.15,2011,3129,91
0.15,2008,3518,89
0.15,2008,3101,89
0.15,2008,3017,89
0.16,2008,3134,89
0.16,2005,4190,87
0.17,2011,2838,91
0.17,2008,3357,89
0.17,2010,3262,91
0.2,2008,3426,93
0.22,2004,5093,91
0.18,2009,5399,90
0.16,2009,4782,90
0.16,2007,4098,89
0.16,2004,3977,86
0.2,2004,4931,86
0.2,2003,3658,86
0.17,2003,3494,86
0.17,2004,3286,86
0.18,2003,3380,86
0.17,2004,4570,86
