Deeded_Acreage,Year_Built,HEATED_AREA,Accrued_Assessed_Condition_Pct
1.04,2006,2201,75
0.97,2004,3035,77
1.52,2005,2628,77
1.02,2005,3079,74
1.12,2004,3147,73
0.97,2004,2945,73
1.23,2004,2948,73
0.92,2003,2906,73
0.99,2003,2659,73
0.93,2002,2952,72
0.96,2002,2771,72
1.2,2005,3104,74
0.95,2003,2664,73
0.2,2002,2196,85
0.21,2003,2288,86
0.23,2003,2164,86
0.23,2003,2497,86
0.23,2003,2405,86
0.2,2003,2405,86
0.2,2002,2250,85
0.05,2003,2103,91
0.04,2003,1707,91
0.08,2004,1941,90
0.05,2012,2035,92
0.07,2012,2262,92
0.06,2006,2022,91
0.05,2006,1728,88
0.05,2006,1922,88
0.06,2005,1776,87
0.04,2002,1696,89
0.06,2002,1946,91
0.05,2005,1731,91
0.05,2005,1449,87
0.05,2006,1934,88
0.05,2007,1756,89
0.05,2007,1678,89
0.05,2011,1944,91
0.64,1950,1340,81
0.23,2002,1758,85
0.26,2002,1870,85
0.33,2002,1902,85
0.27,2002,1456,85
0.23,2002,1752,85
0.21,2002,1363,85
0.24,2002,1872,85
0.23,2002,1538,85
0.27,2002,1945,85
0.28,2006,2742,88
0.28,2002,2469,85
0.28,2005,2620,87
0.31,2003,3296,86
0.29,2007,2525,89
0.37,2005,2848,87
0.38,2003,2638,86
0.36,2005,4613,87
0.28,2007,3232,89
0.42,2004,3169,86
0.28,2005,2145,87
0.4,2003,2946,86
0.25,2002,1816,91
0.2,2002,2312,85
0.75,2004,2321,86
0.78,2004,2445,86
1.12,2004,2213,86
1.19,2002,2318,85
0.97,2003,2729,86
1.16,2003,3066,86
0.52,2016,2476,95
0.53,2015,3079,94
1.18,2015,2512,94
1.81,2002,2282,85
0.8,2002,1917,85
0.69,2002,2542,85
0.69,2002,1827,85
0.48,2003,2049,86
0.46,2003,1980,86
0.46,2002,2136,85
0.46,2002,1792,85
0.46,2004,2419,86
0.46,2003,1878,86
0.46,2002,2206,85
0.46,2003,2454,86
0.47,2003,2100,86
0.47,2003,2313,86
0.57,2003,1538,86
0.79,2003,2168,86
0.61,2002,1891,85
0.51,2002,2015,85
0.46,2002,1580,85
0.56,2003,1479,86
0.6,2003,2200,86
0.27,2003,2950,86
0.2,2002,3125,89
0.07,2001,1768,88
0.37,2002,2018,85
0.28,2003,1669,86
0.3,2002,2153,85
0.3,2002,2018,85
0.32,2002,2153,85
0.28,2002,1804,89
0.29,2003,1639,86
0.41,2003,2004,86
0.28,2003,2153,86
0.28,2002,2005,85
0.32,2003,2473,86
0.32,2003,2018,86
0.29,2002,2230,85
0.28,2003,1888,86
0.19,2003,3596,86
0.17,2002,2200,85
0.18,2002,3400,85
0.19,2002,3440,85
0.19,2002,2308,85
0.17,2003,2348,86
0.17,2002,3556,85
0.22,2002,2216,85
0.22,2002,2360,85
0.18,2002,2372,85
0.22,2002,2348,85
0.27,2002,3596,85
0.15,2003,1324,86
0.15,2001,1621,84
0.14,2002,1792,85
0.15,2002,1324,85
0.24,2002,1816,85
0.08,2002,2373,85
0.08,2002,2897,85
0.63,2002,1192,82
0.46,2002,1222,82
0.49,2002,1197,82
0.51,2002,1130,82
0.5,2002,1213,82
0.08,2001,2071,84
0.08,2001,2071,84
0.08,2002,2071,85
0.08,2002,2071,85
0.53,2002,1865,85
0.53,2003,2363,86
0.53,2002,2112,85
0.53,2002,2560,85
0.46,2002,1912,85
0.53,2002,2520,85
0.63,2003,2544,91
0.46,2002,2152,85
0.46,2002,2560,89
0.46,2003,2103,86
0.17,2003,1878,86
0.18,2002,1962,85
0.22,2002,1968,85
0.18,2002,1376,85
0.18,2002,1091,85
0.19,2002,1050,85
0.15,2002,1323,85
0.06,2002,2079,85
0.04,2002,1890,85
0.06,2002,2079,85
0.04,2002,2079,85
0.04,2002,1890,85
0.06,2002,1984,85
0.04,2002,1984,85
0.04,2002,2079,89
0.04,2002,1890,85
0.05,2002,1984,89
0.04,2002,1984,85
0.04,2002,2079,85
0.06,2002,1984,85
0.04,2002,2079,85
0.06,2002,2079,85
0.04,2002,1984,85
0.06,2002,2079,85
0.27,2003,2716,86
0.26,2002,2741,85
0.24,2004,2944,86
0.35,2002,2862,89
0.25,2002,2306,85
0.24,2002,2762,85
0.08,2002,1632,85
0.06,2002,1660,85
0.09,2002,1130,85
0.12,2003,1404,86
0.12,2003,1277,86
0.1,2004,1130,86
0.09,2004,1130,86
0.1,2002,1114,85
0.1,2004,1048,86
0.1,2004,1130,86
0.1,2005,1048,87
0.1,2002,1148,85
0.28,2002,3958,85
0.28,2002,3193,85
0.28,2002,3171,85
0.31,2002,2652,85
0.27,2002,2838,85
0.27,2002,3075,85
0.33,2007,3496,89
0.33,2004,2384,86
1.08,2005,3700,87
0.96,2002,2838,85
0.15,2004,1938,86
0.26,2004,2326,86
0.3,2003,1452,86
0.38,2002,1392,85
0.37,2003,1464,86
0.23,2002,1824,85
0.25,2002,1824,85
0.39,2002,1392,85
0.27,2002,1404,85
0.31,2002,1362,85
0.04,2006,2019,88
0.03,2006,1883,88
0.02,2005,1521,87
0.03,2005,1476,87
0.03,2003,1850,86
0.03,2005,1248,87
0.02,2005,1252,87
0.02,2005,1252,87
0.03,2004,1252,86
0.03,2004,1252,86
0.04,2004,1252,86
0.04,2002,1252,85
0.02,2002,1252,85
0.08,2002,1380,85
0.08,2002,1435,85
0.13,2002,1460,85
0.08,2002,1435,85
0.08,2002,1440,85
0.08,2002,1675,77
0.08,2002,1435,85
0.09,2002,1440,85
0.07,2001,2308,92
0.04,2001,1916,84
0.04,2001,2211,84
0.07,2001,2404,92
0.05,2001,2070,84
0.05,2001,1945,84
0.2,2003,2922,91
0.19,2003,2846,86
0.19,2003,3003,86
0.19,2003,2400,86
0.19,2003,1669,86
0.19,2004,3030,86
0.19,2003,1536,86
0.21,2003,3010,86
0.15,2002,1204,85
0.16,2002,1821,85
0.33,2002,1842,85
0.47,2004,2243,86
0.24,2004,1882,86
0.28,2002,2115,85
0.29,2002,2362,91
0.36,2003,2004,86
0.63,2003,2402,86
0.29,2003,2199,86
0.26,2003,2309,86
0.24,2003,2791,86
0.23,2002,2616,85
0.24,2003,2409,86
0.23,2003,2038,86
0.27,2004,1883,86
0.26,2003,1890,86
0.24,2003,2334,86
0.28,2002,3320,85
0.24,2005,3126,87
0.23,2002,3320,85
0.26,2002,2736,85
0.25,2004,2622,86
0.23,2005,2804,87
0.29,2002,2850,85
0.38,2004,3092,86
0.27,2005,2774,87
0.42,2002,1118,85
0.18,2002,3250,89
2.9,1999,1760,66
0,2002,1742,85
0,2002,1915,89
0.28,2005,2828,87
0.36,2003,2652,86
0.29,2003,2279,86
0.23,2002,2648,85
0.36,2003,1748,86
0.32,2003,1909,86
0.23,2003,2331,86
0.36,2003,2546,86
0.36,2003,2038,86
0.06,2002,1982,85
0.08,2002,2371,85
0.05,2002,2132,85
0.16,2005,3603,87
0.19,2003,2748,86
0.15,2002,2335,85
0.17,2002,2748,85
0.2,2002,2227,85
0.14,2002,2872,85
0.12,2002,2733,85
0.12,2002,2693,85
0.14,2006,3050,88
0.12,2004,3291,86
0.27,2002,3920,89
0.27,2002,3278,85
0.24,2005,3806,87
0.25,2002,4378,85
0.25,2002,3415,85
0.25,2002,4302,85
0.25,2002,3354,89
0.26,2002,4089,85
0.24,2002,3320,94
0.17,2004,2456,86
0.28,2002,2114,85
0.18,2003,4237,86
0.18,2003,2112,86
0.17,2003,2231,90
0.95,2005,3010,87
0.92,2005,3695,87
0.95,2005,3358,87
0.93,2005,2864,87
1.24,2004,3819,86
1.17,2003,3740,86
0.24,2003,2495,77
0.17,2004,1852,86
0.22,2004,1870,86
0.18,2002,1586,85
0.18,2004,1549,86
0.19,2003,2769,86
0.21,2008,2081,89
0,2002,1534,107
0,2002,1914,107
0,2002,1914,107
0,2002,1782,107
0,2002,1755,107
0,2002,2086,128
0,2002,2856,128
0,2002,3000,107
0,2002,3000,107
0,2002,1364,94
0,2002,1364,94
0,2002,1364,94
0,2002,1364,94
0,2002,1364,94
0,2002,1364,94
0,2002,1364,94
0,2002,1364,94
0,2002,1150,85
0,2002,1150,85
0,2002,935,85
0,2002,935,85
0,2002,935,85
0,2002,1150,85
0,2002,935,85
0,2002,935,85
0,2002,1150,85
0,2002,935,85
0,2002,935,85
0,2002,1150,85
0,2002,1150,85
0,2002,935,85
0,2001,923,77
0,2002,1862,85
0,2002,1862,85
0.03,2002,1212,85
0.04,2006,1472,88
0.04,2006,1672,88
0.04,2003,1452,86
0.03,2003,1476,86
0.04,2003,1452,86
0.03,2003,1458,86
0.03,2003,1472,86
0.03,2003,1476,86
0.03,2003,1440,86
0.04,2003,1452,86
0.03,2003,1440,86
0.04,2003,1472,86
0.29,2003,3314,86
0.27,2003,3156,86
0.27,2003,3313,86
0.88,2003,3495,86
0.92,2003,3704,86
0.8,2007,3762,89
0.92,2007,3240,89
0.9,2007,3538,89
1.41,2006,3853,91
0.78,2005,4943,91
0.83,2007,5053,91
1.18,2013,2680,93
1.03,2005,4150,87
0.19,2003,3068,86
0.18,2002,2668,85
0.16,2003,1298,86
0.27,2003,1462,86
0.22,2003,1387,86
0.23,2003,1263,86
0.32,2003,2321,86
0.25,2003,2136,86
0.24,2003,1375,86
0.44,2003,2157,86
0.3,2003,1578,86
0.15,2003,1411,86
0.18,2002,1260,85
0.23,2002,1490,85
0.16,2003,1424,86
0.17,2003,1373,86
0.23,2003,1410,86
0.18,2003,1448,86
0.19,2002,1278,85
0.13,2002,1702,94
0.03,2003,1440,83
0.03,2002,1456,82
0.04,2002,1554,82
0.03,2005,1456,85
0.03,2005,1452,85
0.04,2005,1440,85
0.04,2005,1452,85
0.03,2005,1456,89
0.04,2003,1476,89
0.03,2004,1458,84
0.03,2004,1452,84
0.03,2004,1458,84
0.03,2004,1458,84
0.31,1951,1260,81
0.04,2002,1476,82
0.04,2003,1452,83
0.04,2003,1440,83
0.04,2003,1476,83
0.03,2003,1440,87
0.04,2003,1640,83
0.03,2003,1550,83
0.04,2003,1688,83
0.04,2005,1476,85
0.04,2005,1456,85
0.09,2002,1636,85
0.53,2006,2447,88
0.62,2007,3340,89
0.08,2002,1416,94
0.12,2003,1862,95
0.13,2003,1878,95
0.08,2003,1370,95
0.12,2003,1690,95
1.66,2005,5297,91
3.39,2006,13121,91
2.13,2007,10538,91
2.36,2005,8967,91
1.5,2005,6819,91
1.43,2003,9029,90
1.56,2008,8900,92
1.43,2009,7996,92
0.23,2002,2330,85
0.23,2004,2247,86
0.23,2003,2348,86
0.34,2005,2580,87
0.79,2005,2312,87
0.23,2005,2201,87
0.24,2003,2214,86
1,2004,1808,86
0.2,2002,1586,85
0.24,2002,2035,89
0.3,2002,2819,85
0.22,2003,2401,86
0.23,2003,1939,86
0.18,2003,2151,86
0.22,2003,1919,86
0.19,2002,2397,89
0.22,2003,2102,86
0.23,2005,2673,87
0.26,2002,2242,85
10,2005,5201,87
0.32,2004,2295,86
0.32,2015,3442,94
0.91,2004,2181,86
1,2002,3354,85
0.79,2004,3569,86
0.85,2003,4359,86
0.78,2003,3454,86
1.02,2015,3992,94
0.7,2004,4366,86
0.78,2002,3326,85
0.71,2003,3791,86
0.88,2004,3708,86
1.36,2003,3703,86
0.74,2004,4357,86
1.85,2004,5414,86
1.12,2004,4443,86
1.09,2004,6980,86
0.7,2005,5791,87
1.59,2004,6185,86
1.19,2004,7769,86
0.9,1977,1604,64
2.3,2002,1528,85
0.19,2002,1132,82
0.69,2003,2052,76
0.03,2003,1404,86
0.03,2003,1404,86
0.03,2003,1481,86
0.03,2002,1826,85
0.03,2003,1478,86
0.04,2003,2430,86
0.03,2003,1551,86
0.03,2003,1542,86
0.18,2002,1776,85
0.21,2004,1447,86
0.3,2003,2150,86
0.16,2003,1846,86
0.16,2003,1720,91
0.15,2004,1417,86
0.09,2004,1603,86
0.1,2002,1876,85
0.13,2004,2242,86
0.1,2004,1911,86
0.1,2003,1740,86
0.1,2003,1387,86
0.11,2003,1365,86
0.77,2003,2294,86
0.65,2004,3153,86
0.53,2004,3025,86
0.55,2002,2152,85
0.46,2003,2084,86
0.47,2005,2377,87
0.24,2004,3230,86
0.21,2003,3633,77
0.21,2004,3094,77
0.29,2005,3964,78
0.31,2005,6597,78
0.31,2005,3272,78
0.26,2005,3204,78
0.25,2004,4147,82
0.22,2003,3820,80
0.24,2003,3835,69
0.29,2002,3408,77
0.24,2004,3205,77
0.31,2003,3218,77
0.2,2002,3087,77
0.22,2004,3271,77
0.24,2003,3738,77
0.21,2005,2850,78
0.25,2004,3153,82
0.25,2006,3074,90
0.21,2002,3410,84
0.21,2002,3719,84
0.04,2002,1765,85
0.69,2004,2056,86
0.85,2003,2145,86
0.69,2003,1877,86
0.69,2002,2050,85
0.69,2003,1758,86
0.69,2002,1565,91
0.18,2004,3516,91
0.18,2004,4810,86
0.18,2004,4226,86
0.18,2004,4128,91
0.18,2004,3612,95
0.72,2003,5333,86
0.83,2003,5840,86
1.09,2003,4989,86
0.69,2004,5518,86
0.9,2015,6143,94
0.84,2003,4466,86
0.65,2004,4163,86
0.57,2002,2945,85
0.66,2002,2846,85
0.69,2003,3615,86
0.69,2003,3154,86
0.66,2005,3216,87
0.64,2003,2914,86
0.06,2002,2130,85
0.07,2002,1638,85
0.05,2002,1940,85
0.05,2002,1940,85
0.9,2008,2591,87
0.92,2008,2591,87
0.81,2003,2150,86
1.39,2002,3504,85
1.17,2005,3409,87
2.47,2004,3350,86
1.53,2003,3473,86
1.77,2004,4564,86
1.21,2005,3207,87
0.11,2002,1410,85
0.12,2002,1714,85
0.12,2002,2014,85
0.13,2002,1623,85
0.13,2003,2107,86
0.11,2003,1378,91
0.11,2003,1714,86
0.11,2003,1914,86
0.13,2003,1714,86
0.12,2002,1521,85
0.12,2002,1821,85
0.12,2002,1914,85
0.13,2002,1714,85
0.13,2002,1821,85
0.14,2002,1714,85
0.11,2002,1434,85
0.12,2002,1442,85
0.12,2002,1714,85
0.11,2002,1533,85
0.1,2002,1418,85
0.18,2002,2054,85
0.13,2002,1821,85
0.13,2002,1521,85
0.11,2003,1723,91
0.11,2003,1442,86
0.13,2003,2128,86
0.53,1982,1152,87
2.75,2003,2371,86
0.19,2002,3286,89
2.11,2003,2347,77
0.59,2004,2492,86
0.57,2004,3260,86
0.57,2004,2417,86
0.57,2003,2879,86
0.57,2003,2655,86
0.57,2003,2084,86
0.57,2004,2973,86
0.76,2004,2608,86
0.69,2002,2530,85
0.58,2003,2342,86
0.57,2004,3450,86
0.58,2002,2701,85
0.67,2002,2683,85
0.92,2003,2900,86
0.59,2003,2341,86
0.57,2002,2130,85
0.7,2002,2244,85
0.57,2003,2496,86
0.68,2002,2287,85
0.57,2003,2616,86
0.57,2004,2432,86
0.57,2004,2560,86
0.75,2004,2772,86
0.95,2004,2300,86
0.94,2003,2953,93
0.71,2004,2934,86
0.57,2002,3315,85
0.44,2004,2944,86
0.31,2003,3148,86
0.37,2003,3982,86
0.33,2003,3120,86
0.3,2002,2820,85
0.36,2002,3251,85
0.33,2002,2727,85
0.34,2003,3376,86
0,2001,1332,88
1.45,2002,2362,85
1.17,2002,2256,85
0.75,2003,1500,86
0.16,2002,1366,85
0.26,2003,1216,86
0.2,2003,1363,89
0.53,2003,1383,89
0.23,2003,1294,86
0.22,2003,1234,86
1.82,2002,2647,81
1.4,2003,2749,82
0.63,2003,2909,82
0.61,2004,2698,82
1.53,2003,2605,82
1.37,2003,2654,82
1.31,2002,2395,81
1.9,2005,2366,83
0.56,2006,2504,84
1.03,2003,2901,82
0.61,2005,2765,83
0.57,2003,3713,86
0.65,2003,3407,86
0.48,2003,3071,86
0.54,2004,3737,86
0.75,2004,3656,86
0.62,2003,4088,86
0.59,2004,4526,86
0.59,2004,3070,80
0.53,2005,3996,80
0.55,2006,3845,88
0.53,2005,3712,87
0.51,2005,3681,87
0.52,2003,3643,86
0.49,2003,3532,86
1.12,2002,3525,85
1.52,2003,4085,89
0.27,2006,4600,91
0.09,2002,2594,85
0.07,2013,2182,93
0.29,2008,3020,89
0.25,2002,2243,85
0.25,2002,2113,85
0.21,2002,1935,85
0.24,2002,2442,92
0.41,2002,2144,85
0.33,2002,2796,85
0.24,2003,2899,86
0.24,2003,1935,86
0.23,2002,2834,85
0.27,2003,2243,86
0.2,2003,2790,89
0.19,2003,2723,92
0.26,2003,2469,86
0.28,2003,2913,91
0.32,2002,2768,85
0.29,2003,1946,86
0.27,2003,2695,86
0.23,2003,2440,86
0.21,2002,1844,85
0.22,2002,2440,85
0.16,2002,2030,85
0.22,2002,1992,85
0.15,2002,1844,85
0.2,2002,1747,85
0.19,2002,2584,85
0.19,2003,1992,86
0.26,2002,2440,85
0.19,2003,2080,86
0.33,2002,2464,85
0.17,2003,2074,86
0.14,2002,2320,85
0.17,2003,1992,86
0.19,2003,2281,86
0.16,2003,2424,86
0.28,2006,1584,88
0.23,2004,2211,86
0.3,2006,1672,88
0.23,2003,2698,86
0.23,2003,2990,86
0.49,2004,1839,94
0.34,2005,2290,87
0.27,2004,1680,86
0.28,2004,2216,94
0.26,2004,2336,86
0.29,2005,2231,87
0.23,2003,2360,86
0.23,2005,2227,87
0.23,2005,2361,87
0.23,2004,2698,86
0.43,2005,3629,87
0.89,2003,1956,86
0.05,2003,1518,86
0.04,2003,1518,86
0.06,2003,1518,86
0.03,2003,1518,86
0.03,2003,1518,86
0.05,2004,1518,86
0.03,2004,1518,86
0.03,2004,1518,86
0.03,2004,1564,94
0.04,2004,1516,86
0.04,2003,1518,86
0.04,2003,1518,86
0.06,2002,2168,85
0.06,2002,2074,85
0.06,2002,2336,85
0.26,2004,2519,86
0.26,2004,2963,86
0.27,2002,1919,89
0.29,2002,2518,85
0.29,2002,2158,85
0.27,2003,2234,86
0.24,2002,2248,85
0.28,2004,3270,86
0.3,2003,2711,86
0.27,2003,2269,86
0.23,2004,3252,86
0.24,2005,3534,87
0.07,2002,1660,85
0.22,2003,2167,86
0.26,2002,1278,85
0.29,2002,2025,85
0.17,2002,1321,85
0.18,2003,1879,86
0.27,2003,2667,86
0.26,2004,1744,86
0.32,2005,1630,87
0.21,2004,1486,91
0.15,2004,1484,94
0.23,2005,1800,94
0.19,2003,1743,86
0.2,2003,1964,86
0.22,2003,1974,86
0.18,2003,2403,86
0.15,2003,1858,86
0.19,2002,2038,85
0.15,2002,1952,85
0.16,2002,2004,85
0.19,2003,1952,86
0.25,2004,2109,86
0.24,2004,1986,86
0.23,2003,1283,94
0.73,2006,5000,88
0.54,2003,4537,86
0.49,2004,4894,91
0.54,2007,3700,89
0.43,2007,3448,89
0.42,2002,3189,85
0.05,2002,1640,85
0.05,2002,1593,85
0.05,2002,1686,85
0.05,2002,1593,85
0.05,2002,1686,85
0.05,2003,1652,86
0.05,2003,1606,86
0.05,2003,1711,86
0.05,2003,1735,86
0.05,2002,1593,85
0.05,2002,1640,85
0.05,2004,1800,86
0.05,2004,1530,86
0.05,2005,1632,87
0.05,2005,2005,87
0.05,2005,1604,87
0.18,2002,2173,85
0.19,2003,1765,86
0.11,2004,2028,86
0.1,2004,2028,86
0.09,2004,1450,86
0.09,2003,1450,86
0.09,2002,1510,85
0.1,2002,1772,92
0.11,2002,1458,85
0.09,2003,1749,93
0.1,2003,2028,86
0.11,2002,1458,85
0.11,2003,2028,86
0.49,2003,1853,89
0.35,2002,1411,85
0.1,2003,1302,86
0.1,2003,1302,86
0.1,2003,1302,86
0.1,2003,1322,86
0.1,2003,1322,86
0.1,2003,1322,86
0.17,2003,1322,86
0.1,2003,1322,86
0.1,2002,1282,85
0.1,2002,1282,85
0.11,2002,1282,85
0.1,2003,1322,86
0.1,2003,1322,86
0.14,2005,1440,87
0.13,2003,1322,86
0.1,2004,1322,86
0.1,2003,1302,86
0.11,2004,1322,86
0.1,2006,1440,88
0.29,2005,3382,91
0.23,2006,3409,91
0.24,2007,2916,91
0.15,2006,3149,91
0.17,2015,3594,95
0.75,2004,2415,86
0.09,2005,1492,87
0.09,2005,1242,87
0.13,2005,1492,87
0.1,2003,1685,86
0.12,2003,1058,86
0.12,2005,1224,87
0.1,2005,1492,87
0.09,2006,1311,88
1.69,2003,4284,86
0.75,2003,2469,86
0.13,2003,1500,86
0.13,2003,1628,86
0.13,2003,1739,86
0.21,2002,1821,85
0.16,2003,1382,86
0.19,2002,1679,85
0.15,2002,1662,85
0.16,2002,1710,85
0.18,2002,1430,85
0.18,2003,1890,86
0.35,2002,2377,85
0.77,2003,1973,86
0.37,2003,1893,86
0.35,2002,1878,85
0.35,2003,2661,73
0.35,2002,2612,76
0.76,2004,2796,73
0.39,2002,2089,72
0.39,2003,2781,73
0.15,2001,3502,88
0.09,2002,2776,85
0.1,2002,2192,85
0.08,2002,1891,85
0.08,2002,1891,85
0.1,2002,2192,85
0.74,2003,3104,86
0.63,2005,3495,87
0.86,2004,4863,77
0.61,2005,3968,87
0.64,2004,3839,93
0.8,2004,3378,86
0.82,2006,3965,88
0.64,2005,4561,94
0.59,2002,4202,85
0.62,2002,3452,85
0.74,2003,4137,93
0.71,2002,4008,85
0.67,2002,3880,77
0.81,2004,3877,86
0.04,2003,1424,86
0.03,2003,1424,86
0.04,2003,1424,86
0.03,2002,1432,85
0.03,2002,1170,85
0.03,2002,1226,85
0.03,2002,1174,85
0.03,2002,1226,85
0.04,2002,1158,85
0.03,2002,1226,85
0.03,2002,1120,85
0.03,2003,1424,86
0.03,2003,1356,86
0.03,2002,1330,85
0.16,2003,2507,86
0.13,2005,3000,87
0.13,2003,2377,86
0.15,2004,2683,86
0.2,2004,3373,77
0.18,2004,2864,86
0.16,2004,2930,86
0.14,2005,2965,87
0.15,2005,2949,87
0.15,2003,3150,86
0.13,2005,3100,87
0.13,2004,2439,86
0.13,2005,3150,87
0.13,2004,2727,86
0.13,2005,2552,87
0.13,2004,2794,86
0.13,2004,2914,86
0.13,2003,2969,86
0.19,2002,1540,85
0.18,2002,2188,85
0.21,2002,1376,85
0.25,2003,2382,86
0.2,2003,2288,86
0.19,2003,1748,86
0.15,2003,1748,86
0.14,2002,2151,85
0.16,2002,1208,85
0.24,2002,1376,85
0.16,2003,2348,86
0.16,2002,2288,85
0.02,2002,1436,85
0.02,2002,1584,85
0.02,2008,1560,89
0.02,2002,1656,85
0.02,2002,1584,85
0.02,2008,1600,89
0.02,2008,1600,89
0.02,2008,1600,89
0,2002,1680,85
0,2002,1692,85
0,2002,1696,85
0,2002,1740,85
0.09,2002,2007,85
0.06,2002,2385,85
0.06,2002,1698,85
0.06,2002,2002,85
0.06,2002,1903,85
0.07,2002,1660,85
0.2,2002,1887,85
0.2,2003,1304,86
0.22,2002,1438,85
0.21,2005,1920,87
0.19,2014,1642,93
0.23,2003,1596,86
0.38,2015,2044,94
0.3,2015,1842,94
0.17,2014,1332,93
0.19,2003,1528,86
0.22,2003,1666,86
0.18,2003,1512,86
0.2,2003,1596,89
0.21,2003,1512,86
0.18,2003,1920,86
0.93,2004,1203,86
0.79,2010,1276,91
0.41,2019,1886,97
0.22,2018,1164,86
0.24,2006,2220,88
0.19,2004,2080,86
0.2,2004,1898,86
0.13,2002,1872,85
0.13,2002,1891,85
0.14,2002,2122,85
0.12,2003,2124,86
0.18,2003,2274,86
0.19,2003,2274,86
0.16,2003,2274,86
0.17,2003,2274,86
0.19,2003,2274,86
0.13,2003,1872,86
0.13,2002,2274,85
0.16,2002,1872,85
0.12,2002,2274,85
0.21,2002,3787,85
0.18,2005,3246,87
0.19,2004,3381,86
0.19,2003,1537,91
0.1,2003,1282,86
0.15,2003,1488,92
0.09,2003,1611,86
0.09,2004,1396,86
0.09,2004,1609,86
0.09,2004,1611,86
0.09,2004,1396,86
0.09,2005,1609,87
0.09,2005,1457,87
0.09,2005,1611,87
0.09,2004,1475,86
0.09,2004,1609,86
0.11,2005,1464,87
0.08,2003,1314,86
0.08,2003,1611,86
0.08,2003,1344,86
0.08,2003,1609,86
0.08,2003,1344,86
0.15,2003,1328,86
0.37,2002,2938,92
0.28,2003,3415,86
0.32,2003,3191,86
0.28,2003,3552,86
0.3,2003,3738,86
0.33,2003,3414,86
0.29,2003,3023,86
0.29,2003,2443,86
0.32,2003,2243,86
0.4,2003,2534,86
0.25,2004,2460,86
0.25,2003,2788,91
0.47,2004,2750,86
0.32,2003,2358,86
0.39,2004,2305,86
0.29,2004,2104,86
0.25,2003,2043,86
0.27,2002,2500,85
0.38,2003,2246,86
0.32,2004,2378,86
0.25,2003,3334,86
0.25,2003,3178,86
0.25,2003,3118,86
0.26,2003,2695,86
0.25,2004,3623,86
0.32,2006,3871,88
0.4,2006,3345,88
0.33,2004,3119,86
0.25,2005,3304,87
0.37,2005,2993,87
0.38,2004,3779,86
0.28,2005,3195,91
0.31,2004,3341,86
0.05,2002,1940,85
0.56,2002,1244,85
0.48,2002,1244,85
0.5,2002,1244,85
0.52,2002,1244,85
0.46,2002,1244,85
0.46,2002,1244,85
0.52,2002,1244,85
0.55,2002,1244,85
0.2,2003,2902,86
0.06,2002,1956,85
0.47,2006,2187,88
0.28,2003,2462,86
0.33,2005,2321,87
0.46,2007,3439,89
0.28,2006,2545,88
0.35,2006,2722,88
0.31,2005,2380,87
0.33,2003,2581,86
0.32,2005,2763,87
0.35,2004,2355,86
0.32,2004,2469,86
0.35,2005,2403,87
0.28,2006,2720,88
0.33,2005,2396,87
0.31,2005,2761,87
0.3,2003,2308,86
0.07,2002,1632,85
0.07,2002,1660,85
0.07,2002,1632,85
0.08,2002,1418,85
0.04,2003,1903,86
0.04,2003,1896,86
0.04,2003,1896,86
0.04,2003,1896,86
0.03,2003,1896,86
0.03,2003,1650,86
0.03,2003,1903,86
0.03,2003,1896,86
0.03,2003,1896,86
0.03,2003,1896,86
0.04,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.05,2002,1896,85
0.04,2003,1896,86
0.05,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.05,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.04,2002,1896,85
0.05,2002,1896,85
0.04,2002,1896,85
0.05,2002,1896,85
0.04,2003,1896,86
0.05,2003,1896,86
0.04,2003,1896,86
0.04,2003,1896,86
0.05,2003,1896,86
0.05,2003,1896,86
0.14,2002,1872,85
0.12,2002,1812,85
0.16,2003,1084,86
0.19,2003,1067,86
0.16,2004,1320,86
0.2,2005,1026,87
0.19,2004,1066,86
0.16,2003,1014,86
0.16,2003,1014,86
0.16,2003,1106,86
0.17,2002,1059,85
0.17,2003,1014,86
0.23,2003,2397,86
0.24,2003,2419,89
0.23,2003,2534,86
0.23,2003,1576,89
0.23,2003,2168,86
0.27,2003,2320,86
0.23,2003,2460,86
0.23,2003,2397,86
0.23,2003,2168,86
0.23,2003,2397,86
0.23,2002,1603,85
0.23,2002,2168,85
0.23,2002,2312,85
0.23,2003,2572,86
0.23,2003,1796,86
0.23,2003,2115,86
0.23,2003,1583,86
0.23,2003,2408,86
0.23,2003,2144,86
0.92,2003,2397,86
0.89,2003,2292,86
0.47,2006,2565,88
0.46,2007,2243,89
0.46,2007,2104,89
0.48,2005,2538,87
0.47,2005,2895,87
0.46,2002,2046,85
0.46,2002,2429,85
0.8,2010,2402,91
0.54,2003,2701,86
0.48,2003,3350,86
0.39,2003,3045,86
0.39,2002,3689,85
0.17,2003,2151,86
0.21,2003,2288,86
0.15,2003,2151,86
0.21,2003,2397,86
0,2002,1494,107
0,2002,1484,107
0,2002,1850,107
0,2002,2180,107
0,2002,2199,107
0,2002,2199,107
0,2002,2180,107
0,2002,2180,107
0,2002,1494,107
